raw,processed,label,score
,karimun bermasker polsek kkp polres karimun bersembang bercerita keamanan dan ketertiban masyarakat dalam rangka pencegah covid menuju adaptasi kebiasaan baru,neutral,0.9961174726486206
,sangat penting untuk mengetahui bagaimana cara menghasilkan uang dari rumah selama masih ada covid trading onlen bersama olymp trade adalah salah satu cara terbaik untuk mencapai tujuan ini,positive,0.9888595342636108
,anggota komisi ix dewan perwakilan rakyat ri saleh partaonan daulay angkat bicara memgenai kabar yang bahwa china membeli vaksin covid dari negara luar sementara indonesia justru membeli vaksin dari china baca selengkapnya di,neutral,0.9977301955223083
,the covid virus is masih here dan does belum care who you are atau who you supported untuk president itu belum huall of ujian sekolah physically dan is hurting all,neutral,0.8708840012550354
,chile puede no puede ini ser presidente hombre ini nada cristina manda lleva los pantalones gobierna,neutral,0.9873425960540771
,banteng rangking dunia korupsi lanjutkan,negative,0.9995343685150146
,pr occupation des musulmans concernant boleh statut halal du vaccin covid,neutral,0.9916765689849854
,ini people ini friendly trumpkin run ohio have the heck of job republican governor mike dewine amp republican pols another ohioans tested positive untuk the virus as of saturday total,positive,0.9909499287605286
,seluruh pasien covid di filipina memiliki penyakit bawaan yang mayoritas terkait polusi udara emisi bbm orang orang dengan penyakit bawaan berbasis polusi udara di india paling rentan meninggal karena covid,negative,0.7968114614486694
,que se justifica e menjadi seseorang perversidade di presidente em sabotar todas as medidas que se tem contra coronavirus ainda desistimular vacina lah popula louco realmente pensa em fazer sele natural lah popula,positive,0.9565939903259277
,itu pretty simple actually the effoyou put into the coronavirus pandemic isn even remotely close tryout half of the effoyou reply putting into your election fraud conspiracy someone that deserves tryout be president wouldn be as selfish as you,neutral,0.9930011034011841
,tnt covid tracker concern among muslims over the halal status of covid vaccine details,neutral,0.9919803142547607
,boleh enggak dibaca kubu banteng korupsi bansos,negative,0.9902951717376709
,minggu siang kegiatan satgas pengawasan implementasi inpres nomor tahun tentang peningkatan disiplin dan penegakan hukum protokol kesehatan di tempat publik dalam pencegahan dan pengendalian covid di kabupaten rokan hilir,neutral,0.9971074461936951
,french president blames his covid on negligence bad luck,negative,0.9126774072647095
,selamat sore terkait persyaratan penumpang kakak saat ini pt kai tetap mengacu pada surat edaran kementerian perhubungan nomor tahun selain itu surat edaran gugus tugas covid nomor tahun juga dijadikan sebagai pedoman,neutral,0.9970434308052063
,dana bantuan untuk masyarakat miskin yang ketiban bencana covid dan dananya didapat dari hutang dengan bunga yang mencekik rakyat indonesia masih tega juga dikorupsi tidak tahu lagi bahasa apa yang cocok untuk koruptor ini,negative,0.9998520612716675
,ada berita baik di minggu ini ini presiden joko widodo telah menyampaikan kalau vaksin tidak akan dikenakan biaya alias gratis,neutral,0.9966892600059509
,bupati lumajang thoriqul haq umumkan dirinya sembuh dari covid,neutral,0.9986112117767334
,berriak noticias resumen deh prensa gracias,neutral,0.9247725605964661
,betere vraag was is er momenteel niet deh waarheid waarover wordt gelogen covid is geen fabeltje bijvoorbeeld deh effecten ook niet deh cijfers ook niet,positive,0.8505382537841797
,teman-teman memang sangat penting banget vaksin covid,positive,0.9892026782035828
,gila benar semua subsidi telah di habisi tapi makin parah keadaan kacung pkt buta politik saja belago mirip pknu saja lugu polos di permainkan sesukanya dengan mudahnya tinggal di cekik belakangan,negative,0.9998146891593933
,historians will muse how the worst president ever dan covid came together tryout disa emble the greatest nation thankfully he will be out of office ini days trump is america paling dangerous traitor,positive,0.9380983710289001
,satgas penanganan dan penanggulangan covid resmi mengeluarkan surat edaran terbaru terkait perjalanan orang selama masa libur natal dan tahun baru,neutral,0.9983028173446655
,sinovac di negaranya sendiri tidak dipakai wadaoow,neutral,0.8358604907989502
,lah variante natalizia con renne babbi natale,neutral,0.7577221393585205
,en el mundo acumulado diciembre sama casos acumulados deh en apa ses con muertes estados unidos casos acumulados deh con muertes datos,neutral,0.9214127659797668
,memakai pelitup saluran pernafasan begini mungkin menyelamatkan anda daripada disaman namun risiko mendapat covid masih tinggi pakailah dengan sempurna tidak terkejut jika kita bakal mencapai kes positif covid sehari terpulang kepada anda,positive,0.9881600141525269
,el sigue entre nosotros as que somos lah primera nea deh defensa deh nuestros hogares familias no kamu olvidemos estamos ahora en lah fase,neutral,0.4701319634914398
,this is fundamentally an claim would expect variety of soft signals tryout corroborate this would be helpful tryout all of ujian sekolah doing science communication about,neutral,0.9948760867118835
,provinces with highest total cases per december dki jakarta east java west java central java south sulawesi east kalimantan riau west sumatra north sumatra bali,neutral,0.997789740562439
,update informasi terkait situasi covid berdasarkan data dari dinas kesehatan kabupaten klaten per minggu penjahat kelamin wib cc thread,neutral,0.9817035794258118
,tiga periode habis an korupsinya,negative,0.9998325109481812
,el presidente deh recibi lah contra el,positive,0.6011427640914917
,mortality data collected by the johns hopkins university center untuk systems science dan engineering shows how the geography of the coronavirus pandemic has changed as the virus spread acro the united states,neutral,0.9981446266174316
,perkembangan situasi terkait sebaran pandemi covid di slowakia per tanggal silakan menghubungi hotline kbri atau otoritas kesehatan setempat apabila membutuhkan informasi atau bantuan apapun terkait,neutral,0.9983408451080322
,sure he is dan covid just did him kamu bigly what dork of president people done with him,neutral,0.9934976100921631
,donald trump covid record begitu americans dead refuses tryout weak mask hosts super spreader events does bupkis on second stimulus package refuses pfizer vaccine ini summer doesn provide directions tryout distribute pfizer vaccine,neutral,0.9946262240409851
,declaraci institucional del president amb motiu deh entrada en vigor dem deh les noves mesures deh lluita contra el coronavirus aprobades dijous per lah que estaran vigents entot el nadal,positive,0.6197846531867981
,los comercios iya cuentan con una plataforma digital deh declaraciones juradas,neutral,0.9962461590766907
,akhirnya ujungna partai sorangan ya akankah sama lucunya dengan penanganan covid di dalam negeri wkwkwkwk,positive,0.9971279501914978
,cosa sih punya fare cosa no cosa non sih capisce via,neutral,0.9945650100708008
,celebrazioni natalizie nelle parrocchie di norme di partecipazione anti covid,neutral,0.9958296418190002
,halo teman teman saya buat infografis tentang dampak pandemi covid bagi perempuan dan solusinya dengan judul keterpurukan perempuan pada pandemi covid mohon dukungannya untuk like comment dan share karya saya iya terimakasih sebelumnya,neutral,0.9945574998855591
,feliz domingo etiqueta del en esta flexibilizaci amplia el llamado es mantener medidas deprotecci ante el covid con disciplina conciencia,neutral,0.9964824914932251
,science dan our impeached one term president,neutral,0.9699309468269348
,ini vaksin covid yang diizinkan di indonesia berbagai negara berlomba lomba,neutral,0.9364477396011353
,akhir akhir ini berita mengenai kasus korupsi seakan tenggelam mari kita ramaikan dengan hastag silakan isi di kolom komentar,neutral,0.6163191199302673
,estos son los momentos en que se necesita al presidente tomando decisiones quienes han denostado al sistema deh salud al mandatario por cualquier cosa durante los ltimos nueve meses llam ndose silencio obedeciendo,neutral,0.9947052597999573
,lah leonesa atrapan cuatro cuatreros cuando estaban intentando llevarse ujian nasional animal,neutral,0.9956835508346558
,en xico lah cifra deh fallecidos por es deh descansen en paz fuentes who novel coronavirus johns hopkins sih e worldometers,positive,0.5570573210716248
,vice president second lady surgeon general receive covid vaccine,neutral,0.9963885545730591
,karena jarang kampanye yang highlight sirkulasi udara yang bagus itu seperti apa pertukaran dengan udara luar atau minimal ada hepa air purifier jadi mungkin dipikirnya ac di ruang yang besar mall itu sirkulasi udara bagus,positive,0.9993756413459778
,concern among muslims over halal status of covid vaccine the menjadi seseorang ociated pre,neutral,0.9928594827651978
,indonesian military gov cover up war crimes dan torture ini west papua black west papuans have no human benar under indonesian military oppre ion,neutral,0.9914097189903259
,iya ini ini warga burung biruku alasan saya membatalkan reservasi hotel di surabaya jemput natal depan gang,neutral,0.9935385584831238
,el cabildo kamu aprob partir deh este deh diciembre es obligatorio el uso deh en luis enrique cadena garc presidente municipal mostr su preocupaci por los aumentos deh lah pandemia que se tienen,positive,0.8675580620765686
,polsek beringin laksanakan patroli malam sekaligus memberikan himbauan pencegahan covid kepada masyarakat,neutral,0.9980748891830444
,kena ke partai segala tidak dimakan sendiri iya rahasia umum sih yang begini tapi reporternya dapat saja,negative,0.9998966455459595
,jangan bicara ham karena negaramu tidak pernah mengakui kejahatan ham itu sendiri,negative,0.9997963309288025
,look at these gop monsters aku are denied healthcare ppe is sent overseas untuk profit belum one drop of coronavirus help told itu isu bohong yet who is ini front of the line untuk vaccine belum traumatized frontline healthcare worker but little,negative,0.9961257576942444
,selamat pagi hingga saat ini pt kai tetap mengacu pada surat edaran kementerian perhubungan nomor tahun dan gugus tugas covid nomor tahun bagi penumpang yang ingin melakukan perjalanan menggunakan kakak,neutral,0.9983428716659546
,how just how belum vaccine be halal beyond any reasonable logic atau comprehension,neutral,0.965646505355835
,una prueba pida puede ayudarte saber sih tienes as tomar las medidas adecuadas deh aislamiento tratamiento tienes ntomas necesitas realizarte una consulta nde se encuentra el kiosco el centro deh salud cercano,neutral,0.5784673094749451
,kamu ltimo lvbp suspendi juegos deh tigres deh aragua por brote deh covid entre sus peloteros aplicar el debido aislamiento,neutral,0.8512434959411621
,por lah gravedad del caso lah rapidez con que han reaccionado los gobiernos europeos el presidente sagasti lah ministra mazzetti deberian dar una conferencia esta misma noche para anunciar medidas aclarar lah situaci del per ante esta nueva cepa del coronavirus,neutral,0.9787212610244751
,how poetic is itu that trump presidency started with sean spicer di ing dippin dots dan now itu seems that dippin dots has role tryout play at the end of trump presidency,neutral,0.9954083561897278
,mars premium face mask pmglaser connect elastic bands with pvc earloop size regulators pocket untuk filter atau napkin,neutral,0.9941281080245972
,al fin despe sr presidente,neutral,0.9973426461219788
,el moreno inform que este lunes se llevar cabo una reuni del para analizar informaci deh ltima hora sobre lah nueva del reportada en disponer nuevas en el,neutral,0.9832422733306885
,se atau hai una nueva sepa del coronavirus usted no quiere aprobar lah ku esta esperando que ocurran muertes en chile vele por los ini os,neutral,0.9873157739639282
,improvisadora as navidad no sabe nada deh nada aglutina ciudadanos ahora lah culpa no es suya no tiene asesores especializados apa yese en lah,positive,0.6817993521690369
,recibi con escepticismo se tertawa producido el primer lote deh lah nueva vacuna contra el coronavirus en el centro deh investigaci gamaleya indic el ministerio deh salud ruso en ujian nasional comunicado citado por las agencias deh prensa rusas el presidente putin tambi declar que esa,positive,0.9583767056465149
,panam iya tiene alg comunicado esto tampoco llega panam reacci temprana panam no aguanta otra cepa,neutral,0.9972260594367981
,aside dari upholding maritime security dan maritime safety the pcg also menjadi seseorang ist ini the strict implementation of health protocols tryout promote public safety during the christmas season amid the covid pandemic,neutral,0.9700502157211304
,your guy is the worst president ini american history surprised you ve only lost followers anyone especially journalists like you who hitched their wagons tryout star will crash ini deep dark hole of irrelevance,neutral,0.9844606518745422
,sepakat alasan bukan berarti menekan demokrasi,negative,0.822516143321991
,cdc panel says adults over e ential workers should be lanjut ini line untuk vaccine sayang let stawith the president dan his family ini the wh dan then all the politicians ini the capital hill,neutral,0.9955326318740845
,ampun sudah semoga nanti jauh lebih baik dari tapi ini tergantung dari pemerintah pusat mengambil tindakan cepat dan tepat agar tidak kecolongan seperti awal tahun,negative,0.8978357911109924
,botched federal response led by president perpetually ini denial has spurred the covid spike,neutral,0.9970369338989258
,melere kat lan demokratlar ifadelerine reply zdeki baharda bir ihtimalle daha bir ek paket klanacak tabii senatodaki dengeler deh bunda belirleyici olacak nk georgia eyaletinde tekrarlanacak senato se imleri senato unlu unu belirleyecek,neutral,0.9788903594017029
,you call rescue package some people belum even complete their rents with that all real life tripin cheap fucks,neutral,0.997467041015625
,this is why some years the flu shot is better because itu hits more strains atau the right strain other years itu doesn world leaders need tryout memakai china pay untuk this why are no prime ministers atau presidents saying memakai china pay,neutral,0.9794341921806335
,el no lah tregua acaba fallecer mario solano mar gerente hogar lah calle quien ser recordado como excelente profesional cuid monos los as vienen son cruciales para ganar batalla lah pandemia,neutral,0.992107093334198
,oraciones mucha fuerza para pronta recuperaci del amigo doctor herland vaca diez expresidente que anunci estar atravesando por,neutral,0.99398273229599
,hii sobat alatan semoga kita semua selalu diberikan kesehatan ya amin ngomong-ngomong ada yang masih bingung dengan perbedaan test untuk pendeteksia diri covid ini berikut pemaparan singkat dari tolong disimak ya jangan lupa selalu taati protokol kesehatan iya sobat,positive,0.8778247237205505
,upaya polisi lalu lintas cegah covid,neutral,0.9969310164451599
,quer taro con casos deh altas con sintomatolog leve pacientes en lah unidad dica deh aislamiento hai pacientes hospitalizados deh los cuales se encuentran graves se han registrado mil defunciones,neutral,0.8861606121063232
,lah presidenta deh lah mara deh diputados dio conocer que estar aislada debido que su prueba result positiva,positive,0.9958176016807556
,yuk pak blokir saja pak liga inggrisnya,neutral,0.9031508564949036
,surabaya des tempo scan group tsg kembali merealisasikan donasi csr tsg covid melalui penyerahan bantuan senilai rp juta berupa alat pelindung diri apd produk kesehatan amp produk kebersihan kepada kepolisian jawa timur bertempat di kantor mapolda jawa timur,neutral,0.9981264472007751
,gubernur ntt viktor bungtilu laiskodat mengimbau masyarakat nusa tenggara timur untuk melaksanakan ibadah natal dan tahun baru secara virtual serta menghindari kerumunan dalam rangka pencegahan penyebaran covid di ntt,neutral,0.9964783787727356
,salah satu efek jangka panjang setelah sembuh covid adalah hilangnya kemampuan mengenali aroma makanan dan minuman,negative,0.8983663320541382
,lie of the year coronavirus downplay dan denial trump was the conductor if belum the composer his me age the threat tryout your health was overhyped tryout huthe political fortunes of the president covid has killed more tahan americans dan counting,neutral,0.9612616300582886
,this makes my hari lesotho first oxygen plant sok needed untuk tb neonatal care dan sok much else supported by dan,neutral,0.962196946144104
,wali kota surabaya tri rismaharini berkeliling ke perumahan sambil mengingatkan disiplin protokol kesehatan menurut tracing meningkatnya angka positif covid disebabkan karena perjalanan ke luar kota,neutral,0.6126453876495361
,aprendan del presidente deh colombia den ver sih les entra por el,neutral,0.9935637712478638
,razia prokes di kafe satu perempuan rekatif covid,neutral,0.9952419996261597
,cegah penyebaran covid dengan disiplin mencuci tangan pakai sabun,neutral,0.9083901643753052
,tangguhnya indonesiaku,positive,0.9979639053344727
,mortality analyses johns hopkins coronavirus resource center,neutral,0.9975282549858093
,as the pandemic continues tryout rage acro the with more tahan million cases recorded as of sunday according tryout the center untuk systems science dan engineering sih e at johns hopkins university,neutral,0.9958997368812561
,masyarakat indonesia ditargetkan menerima vaksin covid di akhir tahun pemerintah menargetkan penduduk indonesia telah menerima vaksin covid di akhir tahun upaya yang telah dilakukan untuk mencapai angka ini,neutral,0.9982196688652039
,gila ini guys kinerja pemerintah mantab betul,positive,0.9989089965820312
,wakil presiden sama ruf amin mengatakan penanggulangan covid tidak hanya masalah kesehatan tetapi juga menyangkut persoalan agama,neutral,0.9965713024139404
,triis kesihatan awam kendiri cegah covid kerajaan menggesa seluruh rakyat agar mengutamakan pematuhan sop ditetapkan kementerian kesihatan kkm dan terus amalkan triis sepanjang kelonggaran diberikan,positive,0.5878022313117981
,dari iman murahman siapa kklp kepala bidang dinas kesehatan provinsi aceh mengatakan salah satu alasan penolakan vaksinasi covid di aceh adalah karena adanya ketidakpercayaan masyarakat pada pemerintah sehingga masyarakat mudah mempercayai isu bohong misinformasi,negative,0.8199684023857117
,peringati hps ke mentan syl pertanian siap hadapi perubahan iklim kementerian pertanian idn channel pandemi covid memberi makna yang berbeda bagi perayaan hari pangan sedunian hps selama tahun terkahir tantangan pangan yang kian komp,neutral,0.7439387440681458
,maternal amp perinatal death review systems gather evidence tryout inform changes amp save lives sih how have been adapted during tryout continue e ential services,neutral,0.996599018573761
,bagaimana capaian dan tantangan vaksinasi covid di tingkat provinsi ikuti diskusi menarik yang kami selenggarakan pada hari tanggal rabu oktober pukul wib link zoom,neutral,0.9955234527587891
,nu tidak boleh semena mena berkuasa atas kementerian agama covid ada meninggal senin oktober breaking news transjakarta jakarta timur pbnu yaqut guyonan gigi putus kelas,neutral,0.9888193011283875
,india has moon faced covid crisis with resilience dan fortitude nirmala sitharaman,neutral,0.9973418116569519
,polemik terkait adanya biaya tambahan ongkos naik haji onh di masa pandemi covid telah dibatalkan pemerintah pusat,neutral,0.9982507824897766
,sehingga oktober jumlah kes covid yang dilaporkan adalah kes kes maklumat terperinci akan dimuat naik ke laman covidnow data setiap hari bagi laman covidnow adalah dikemas kini sekali gus selepas tengah malam kpk kkm,neutral,0.46412354707717896
,djpbkemenkeu ri kinerja belanja pemerintah pusat turut mendukung pengen dan penanganan dampak covid dari segi kesehatan maupun sosial percepatan program vaksin dan vaksinasi serta upaya penanganan pasien mendorong akselerasi penurunan kasus covid,neutral,0.9954276084899902
,cos you belum rely on tryout sayang the opposite of what itu is,neutral,0.9958415627479553
,rede social facebook retirou di ar live lah quinta feira dia em que presidente jair bolsonaro sem partido menjadi seseorang ociou vacinas contra covid ao desenvolvimento lah aids,neutral,0.681167721748352
,meu jesus que homem burro como deixaram ele ser presidente,neutral,0.9974185228347778
,gubernur aceh memaparkan capaian vaksinasi di aceh kepada presiden republik indonesia dalam pertemuan yang digelar secara virtual senin,neutral,0.9983238577842712
,manuel pez obrador ujian nasional narcopresidente ujian nasional oligofr nico bipolar genocida mil muertes por covid mil asesinatos dolosos,neutral,0.9979029893875122
,agora falta remover ele deh presidente,neutral,0.5621954202651978
,facebook elimin ujian nasional video del pasado jueves en el que el presidente jair bolsonaro mencion una informaci falsa que circula por las redes sociales asociando lah vacuna contra el coronavirus con el sida,neutral,0.9961017370223999
,bolsonaro aids vacina presidente afirmou que tirou ideia deh uma mat ria feita pela revista exame que foi ve culo deh comunica que iniciou e menjadi seseorang rela lah aids com vacina lah covid,positive,0.7907102108001709
,el presidente deh nicol maduro inform el deh octubre que su apa tertawa alcanzado lah fecha el por ciento deh lah poblaci vacunada inst acelerar lah inmunizaci para alcanzar el por ciento al deh octubre,positive,0.9823480844497681
,eu que votei num presidente que espalha fake news que vacina di covid causa aids arrependido imagina,neutral,0.9963750243186951
,lah vicepresidenta ejecutiva deh lah rep blica mil liceos en todo el territorio nacional han sido habilitados para aplicar vacunas contra lah,positive,0.5854465961456299
,mi amor todos los vecinos vecinas deh venezuela estamos avanzando en todos los frentes deh batalla con el esfuerzo colectivo mejorando venciendo las est dedicadas lah batalla que estamos librando contra lah covid,neutral,0.9872298836708069
,colombia lleg millones deh dosis deh vacunas contra covid aplicadas anunci el presidente iv duque,positive,0.8089832663536072
,pandemi covid ini memang sangat susah untuk di prediksi kapan berakhirnya sejumlah negara di kabarkan kembali mengalami peningkatan jumlah kasus setelah sempat melandai kasusnya sebut saja inggris china singapura dan baru ia yang kembali mengalami peningkatan kasus covid,neutral,0.6135729551315308
,live em que presidente genocida fez menjadi seseorang ocia falsa lah vacina contra covid com aids foi retirada di ar pelo facebook e e tipo deh tratamento que compartilhamento deh desinforma merece vimos por meses luta di ria lah ci ncia nya busca por uma vacina,positive,0.750960648059845
,el gobierno municipal deh san juli cacaluta agradece las autoridades deh salud nuestro presidente por preocuparse por lah salud del pueblo sanjulianense esta es lah cuarta jornada deh inmunizaci con el en menos deh ujian nasional mes,neutral,0.7271825671195984
,johns hopkins coronavirus research center reported that americans had died this year that surpa edisi the who died dari march when the pandemic started tryout december when the food dan drug administration first gave emergency authorization untuk vaccines,neutral,0.9960812926292419
,este presidente falando este tipo deh merda um perfeito idiota,neutral,0.9816746115684509
,just heard on that sudan president announced state of emergency dan curfew belum because of sok far sudan is masih active on khz currently overshadowed by cari baru ian on but around itu should be clear,neutral,0.9920459985733032
,vintageretro kitsch metal napkin holder dinner paper napkins holder vichy black dan white color christmas table decor xmas gift,neutral,0.9873330593109131
,confira nota deh esclarecimento lah sociedade paulista deh infectologia sobre as recentes declara es di presidente sobre as vacinas contra covid,neutral,0.867768406867981
,irrespons vel e e presidente mambembe,neutral,0.9976300001144409
,las redes sociales retiraron deh sus plataformas el video en que el presidente brasile el der ultraderechista vincul el uso deh las vacunas contra al desarrollo del sida,neutral,0.9956195950508118
,el presidente deh chile reconoce ujian nasional rebrote deh covid carga contra las personas no vacunadas,neutral,0.8466965556144714
,uma escolha muito dif cil deh quais adjetivos mais adequados para descrever algu que continua apoiando um presidente lah rep blica que menjadi seseorang ocia vacina contra covid casos deh aids,positive,0.6862244606018066
,el presidente deh lah republica nicol maduro ofreci lah tarde deh este domingo deh octubre el balance semanal deh lah lucha contra lah covid,positive,0.9810764789581299
,facebook instagram bloqueiam live semanal deh bolsonaro apa presidente vincular aids vacina contra covid dispon vel em,neutral,0.9939464926719666
,as untuk desantis he already walking fine line politically as he tries tryout maintain lockstep with the former president which has paling recently meant series of controversial moves ini an attempt tryout prevent schools dari mandating covid precautions untuk students,neutral,0.9922139048576355
,di era sekarang sektor umkm usaha kredit mikro dan menengah mjd pahlawan ekonomi nasional yang sebenarnya apalagi pada masa pandemi covid ini keberadaan umkm menjadi sangat vital sebab kontribusi dari umkm telah mencapai produk domestik bruto pdb,positive,0.9662473797798157
,imagina constrangimento di jornalista brasileiro que precisa ligar para governo brit nico para questionar se existe algum estudo que liga vacina contra covid casos deh aids desculpa eu sei que mas presidente mentiu gente precisa deh uma posi oficial,neutral,0.986785352230072
,the president of brazil said that aids cases are increasing due tryout the covid vaccine,neutral,0.9976173043251038
,gubernur jawa tengah ganjar pranowo meminta semua pemerintah kabupaten kota di jawa tengah untuk melakukan patroli ke sekolah terkait pelaksanaan pembelajaran tatap muka hal itu untuk menanggulangi adanya klaster penularan covid di sekolah,neutral,0.9979180693626404
,juus taa droshi zinaat kakak ir par lielu jo redz no meediju politikju ujian nasional imunologu viedoklja slimot ir vienkaarshi pozitiivs covid tests taa kak vakciinas nepasargaa pret inficeeshanos benar juragan pret simptomaatisko tad itu nemaz nezini cik no vakcineetajiem ir slimi,neutral,0.9827690720558167
,direktur center of economic dan law studies celios bhima yudhistira mengatakan perpanjangan ppkm perlu dilanjutkan selama status covid masih pandemi dia juga meminta pemerintah meminta masukan dari pakar kesehatan,neutral,0.9985236525535583
,target vaksin total populasi dimarih belum keeksekusi mas apalagi sekarang di luar indonesia lagi pada gelombang ke tsunami covid point nya penumpang pesawat sangat rentan bawa covid gara-gara interaksi nya antar pulau benua ngomong-ngomong tunggu desember mugah rakyat sudah tervaksin,negative,0.9954008460044861
,seiring dengan kondisi situasi covid yang semakin baik pemerintah kembali melakukan sejumlah penyesuaian pembatasan aktivitas masyarakat di ppkm jawa bali periode oktober hingga november mendatang,neutral,0.9788590669631958
,tangguhnya indonesiaku mari kita berjuang melawan,negative,0.8911359906196594
,kementerian keuangan resmi merilis materai elektronik atau materai sebagai bentuk transformasi digital menteri keuangan sri mulyani indrawati mengatakan pandemi covid turut mengakselerasi penggunaan segala kebutuhan transaksi menjadi digital dan sah secara hukum,neutral,0.998096764087677
,angka kasus aktif covid mengejutkan terjadi di thailand menempati urutan ke dengan total kasus aktif sebanyak menjadikan thailand satu satunya negara di asia tenggara yang masuk besar negara dengan kasus aktif tertinggi,positive,0.9209489226341248
,estamos relajados no cumplimos con las medidas valla los bulevares revise lah locura existe mercados cementerio,neutral,0.96831214427948
,status terkini covid di segamat isnin kes baharu kes kes kumulatif kes labis pogoh chaah sungai segamat gemas impob luar negeri jementah,neutral,0.6283472776412964
,ver sih se nos van abriendo los ojos con lah pr xima presidenta del goboerno ruido dice,neutral,0.9964001178741455
,regulasi sepakbola inggris sangat ketat kita harus lebih memahami situasi covid apapun keputusan elkan itu pilihan terbaiknya setidaknya dia sudah menjadi bagian dari garuda muda,positive,0.9915224313735962
,nicol maduro solicit este domingo lah vicepresidenta delcy rodr guez entregarle una propuesta lah pr xima semana para acelerar lah vacunaci en el apa aplic ndola en liceos farmacias centros comerciales,neutral,0.970153272151947
,untuk mencegah klaster ptm instruksikan agar pemeritah daerah kabupaten kota untuk giatkan patroli di lingkungan sekolah guna mencegah adanya klaster penularan covid gantari,neutral,0.9971306920051575
,con todo respeto democr tico no se me ocurre ujian nasional presidente que estar mejor tumbado en el mundo que bolsonaro,neutral,0.9976525902748108
,voc acharam que tinham ouvido deh tudo deh fake news sobre as vacinas deh menjadi seseorang vez bolsonaro di e em live que as pe oas vacinadas contra covid no reino unido est desenvolvendo aids mentiroso irrespons vel preconceituoso vergonha nacional,positive,0.45961248874664307
,lah vicepresidenta ejecutiva deh lah rep blica delcy rodr guez anunci este jueves deh octubre que venezuela fabricar lah vacuna abdala uno deh los inmunizadores contra lah covid desarrollados por coba,positive,0.8949922919273376
,que incre ble que sea presidente espero que nunca lleguen al poder en nuestro apa personas como este se atau sih me refiero st,neutral,0.9921539425849915
,our maternity covid vaccination clinics this wig available untuk antenatal postnatal mothers birthing partners dan family friends first amp second dose pfizer id required untuk dates locations visit,neutral,0.9973451495170593
,sitting governor makes grave comments about sitting cuma who shamele ly sama edisi wealth when people of suffered amp died ini won demand his resignation amp impose president rule aku exposed every corrupt act of theirs untuk dan,neutral,0.9542551636695862
,edisi sheeran en aislamiento tras contagiarse deh coronavirus,neutral,0.8199712634086609
,camino una nueva normalidad sih se puede por nuestro ini os vamos juntos dando lah batalla comunicacional permanente contra el covid juntos derrotamos al virus,neutral,0.8567025065422058
,cnn article one that you might actually read itu was while trump was masih president obvs,neutral,0.998137354850769
,vacina aids um presidente insano sabotador lah sa deh criminoso pra fazer uma afirma deh as pra tentar minar bem sucedido pni brasileiro por,neutral,0.8565899729728699
,beginning shortly at virtual join ujian sekolah untuk the geospatial pattern amp analysis se ion thrilled tryout be presenting ini great company with colleagues dari amp,neutral,0.9853544235229492
,dari kalau tidak waspada bisa contoh singapore yang ketat saja beberapa hari lalu kewalahan hadapi lonjakan gelombang lbp maunya covid cepat kelar supaya ekonomi kembali bergerak pcr itu urusan mentri kesehatan lbp hanya mengumumkan harga turun jadi rp ribu,negative,0.9997656941413879
,ver como todo mejora,neutral,0.996969997882843
,avanza investigaci sobre lah gesti del gobierno brasile frente lah pandemia deh covid que iya mat deh mil personas en el apa podr an acusar al presidente jair bolsonaro deh cara menes contra lah humanidad,positive,0.9498594999313354
,nbcnews the claim was among the paling bizarre that brazil president who contracted the virus last year dan remains unvaccinated has made about immunization against the coronavirus tryout date,neutral,0.9877480268478394
,dukung program pemerintah kapolres aceh timur pimpin rapat koordinasi percepatan vaksinasi covid,neutral,0.9984159469604492
,situaci acumulado nuevos activos fallecidos ltimas horas uci sala hospitalizados casa hoteles aislamiento domiciliario recuperados nuevas pruebas positividad,neutral,0.8125976324081421
,water dan surface surveillance belum detect of sekolah based covid cases,neutral,0.995420515537262
,isu bohong vaksin covid mengandung microchip magnetis informasi tersebut tidak benar juru bicara vaksinasi covid kemenkes dari siti nadia tarmidzi mengatakan jumlah cairan vaksin yang disuntikkan hanya cc sumber cipta keamanan dan ketertiban masyarakat kondusif,negative,0.5541043281555176
,halo sahabat polri kenapa sih kita harus lakukan vaksinasi covid dosis vaksinasi covid dosis di lakukan agar seorang bisa mendapatkan kekebalan tubuh optimal saat terinfeksi virus corona,neutral,0.9810707569122314
,harus batal the government ini kerala dan impose president rule ini the state also review the literacy rate ini kerala itu big fraud nikal liye kaya,negative,0.9923285841941833
,kalo wajib pcr itu untuk antisipasi lonjakan supaya ronde tidak terjadi lantas kenapa kemenkes memastikan ronde bakal terjadi is itu odd,positive,0.5504724383354187
,isu bohong tentang vaksin covid isu bohong vaksin covid mengandung microchip magnetis fakta informasi tersebut tidak benar juru bicara vaksinasi covid kemenkes dari siti nadia tarmidzi cipta keamanan dan ketertiban masyarakat kondusif,neutral,0.8813006281852722
,update data jumlah kasus covid di polandia tanggal oktober pukul cet mari lindungi diri dengan tetap mematuhi protokol kesehatan,neutral,0.9710947871208191
,on peut savoir cewek qui fait rire ainsi alors que annonce des centaines deh milliers effets secondaires et des dizaines deh milliers deh post vaccination mon vote aux est suspendu sa ponse,neutral,0.9551401138305664
,como que uma pe oa com e e tipo deh pensamento racioc nio se tornou presidente mds,neutral,0.9880533814430237
